team_initials,team_city,year,coach1,coach2
DET,Detroit,2005,Dick Jauron,Greg Olson
DET,Detroit,2005,Steve Mariucci,Dick Jauron
DET,Detroit,2005,Steve Mariucci,Ted Tollner
DET,Detroit,2005,Ted Tollner,Dick Jauron
DET,Detroit,2004,Sherman Lewis,Dick Jauron
DET,Detroit,2004,Steve Mariucci,Dick Jauron
DET,Detroit,2004,Steve Mariucci,Sherman Lewis
DET,Detroit,2003,Sherman Lewis,Kurt Schottenheimer
DET,Detroit,2003,Steve Mariucci,Kurt Schottenheimer
DET,Detroit,2003,Steve Mariucci,Sherman Lewis
DET,Detroit,2002,Marty Mornhinweg,Kurt Schottenheimer
DET,Detroit,2002,Marty Mornhinweg,Maurice Carthon
DET,Detroit,2002,Maurice Carthon,Kurt Schottenheimer
DET,Detroit,2001,Marty Mornhinweg,Maurice Carthon
DET,Detroit,2001,Marty Mornhinweg,Vince Tobin
DET,Detroit,2001,Maurice Carthon,Vince Tobin
DET,Detroit,2000,Bobby Ross,Larry Peccatiello
DET,Detroit,2000,Bobby Ross,Sylvester Croom
DET,Detroit,2000,Gary Moeller,Larry Peccatiello
DET,Detroit,2000,Gary Moeller,Sylvester Croom
DET,Detroit,2000,Sylvester Croom,Larry Peccatiello
DET,Detroit,2000,Sylvester Croom,Larry Peccatiello
GB,Green Bay,2014,Mike McCarthy,Dom Capers
GB,Green Bay,2014,Mike McCarthy,Tom Clements
GB,Green Bay,2014,Tom Clements,Dom Capers
GB,Green Bay,2013,Mike McCarthy,Dom Capers
GB,Green Bay,2013,Mike McCarthy,Tom Clements
GB,Green Bay,2013,Tom Clements,Dom Capers
GB,Green Bay,2012,Mike McCarthy,Dom Capers
GB,Green Bay,2012,Mike McCarthy,Tom Clements
GB,Green Bay,2012,Tom Clements,Dom Capers
GB,Green Bay,2011,Joe Philbin,Dom Capers
GB,Green Bay,2011,Mike McCarthy,Dom Capers
GB,Green Bay,2011,Mike McCarthy,Joe Philbin
GB,Green Bay,2010,Joe Philbin,Dom Capers
GB,Green Bay,2010,Mike McCarthy,Dom Capers
GB,Green Bay,2010,Mike McCarthy,Joe Philbin
GB,Green Bay,2009,Joe Philbin,Dom Capers
GB,Green Bay,2009,Mike McCarthy,Dom Capers
GB,Green Bay,2009,Mike McCarthy,Joe Philbin
GB,Green Bay,2008,Joe Philbin,Bob Sanders
GB,Green Bay,2008,Mike McCarthy,Bob Sanders
GB,Green Bay,2008,Mike McCarthy,Joe Philbin
GB,Green Bay,2007,Joe Philbin,Bob Sanders
GB,Green Bay,2007,Mike McCarthy,Bob Sanders
GB,Green Bay,2007,Mike McCarthy,Joe Philbin
GB,Green Bay,2006,Jeff Jagodzinski,Bob Sanders
GB,Green Bay,2006,Mike McCarthy,Bob Sanders
GB,Green Bay,2006,Mike McCarthy,Jeff Jagodzinski
GB,Green Bay,2005,Mike Sherman,Jim Bates
GB,Green Bay,2005,Mike Sherman,Tom Rossley
GB,Green Bay,2005,Tom Rossley,Jim Bates
GB,Green Bay,2004,Mike Sherman,Bob Slowik
GB,Green Bay,2004,Mike Sherman,Tom Rossley
GB,Green Bay,2004,Tom Rossley,Bob Slowik
GB,Green Bay,2003,Mike Sherman,Ed Donatell
GB,Green Bay,2003,Mike Sherman,Tom Rossley
GB,Green Bay,2003,Tom Rossley,Ed Donatell
GB,Green Bay,2002,Mike Sherman,Ed Donatell
GB,Green Bay,2002,Mike Sherman,Tom Rossley
GB,Green Bay,2002,Tom Rossley,Ed Donatell
GB,Green Bay,2001,Mike Sherman,Ed Donatell
GB,Green Bay,2001,Mike Sherman,Tom Rossley
GB,Green Bay,2001,Tom Rossley,Ed Donatell
GB,Green Bay,2000,Mike Sherman,Ed Donatell
GB,Green Bay,2000,Mike Sherman,Tom Rossley
GB,Green Bay,2000,Tom Rossley,Ed Donatell
HOU,Houston,2014,Bill O'Brien,Romeo Crennel
HOU,Houston,2013,Gary Kubiak,Rick Dennison
HOU,Houston,2013,Gary Kubiak,Wade Phillips
HOU,Houston,2013,Rick Dennison,Wade Phillips
HOU,Houston,2013,Wade Phillips,Rick Dennison
HOU,Houston,2012,Gary Kubiak,Rick Dennison
HOU,Houston,2012,Gary Kubiak,Wade Phillips
HOU,Houston,2012,Rick Dennison,Wade Phillips
HOU,Houston,2011,Gary Kubiak,Rick Dennison
HOU,Houston,2011,Gary Kubiak,Wade Phillips
HOU,Houston,2011,Rick Dennison,Wade Phillips
HOU,Houston,2010,Gary Kubiak,Frank Bush
HOU,Houston,2010,Gary Kubiak,Rick Dennison
HOU,Houston,2010,Rick Dennison,Frank Bush
HOU,Houston,2009,Gary Kubiak,Frank Bush
